transition,model_code,annual_probability, return_interval ,bps_name
Insect or Disease,13500_61,0.0039008,256,Central and Southern Appalachian Spruce-Fir Forest
Insect or Disease,13520_53_54_57_59_60_61,0.0108874,92,Southern Appalachian Montane Pine Forest and Woodland
Insect or Disease,13530_46_48_53_54_57_59_60_61,0.0028882,346,Southern Appalachian Low-Elevation Pine Forest
Insect or Disease,13530_47,0.0004932,2028,Southern Appalachian Low-Elevation Pine Forest
Insect or Disease,13651_40_41_50,0.020707,48,Boreal White Spruce-Fir-Hardwood Forest - Inland
Insect or Disease,13651_51,0.011187,89,Boreal White Spruce-Fir-Hardwood Forest - Inland
Insect or Disease,13652_41,0.0148872,67,Boreal White Spruce-Fir-Hardwood Forest - Coastal
Insect or Disease,13652_51,0.0132968,75,Boreal White Spruce-Fir-Hardwood Forest - Coastal
Insect or Disease,13653_41,0.0147298,68,Boreal White Spruce-Fir-Hardwood Forest - Aspen-Birch
Insect or Disease,13670_32_44,0.0020992,476,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland
Insect or Disease,13680_46_48_54_57_59_60_61,0.001712,584,Southern Piedmont Dry Oak(-Pine) Forest
Insect or Disease,13710_32_36_37_45_98,0.0055488,180,West Gulf Coastal Plain Pine-Hardwood Forest
Insect or Disease,13710_44,0.0053708,186,West Gulf Coastal Plain Pine-Hardwood Forest
Insect or Disease,13720_46_99,0.0007698,1299,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest
Insect or Disease,13730_63_64,0.000397,2519,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
Insect or Disease,13730_65_66,0.0005088,1965,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
Insect or Disease,13740_64_65_66,0.0006634,1507,Acadian-Appalachian Montane Spruce-Fir Forest
Insect or Disease,13760_48_53_57_61,0.0004254,2351,Southern Ridge and Valley/Cumberland Dry Calcareous Forest
Insect or Disease,13770_60_61_63_64_65_66,0.007502,133,Central Appalachian Pine-Oak Rocky Woodland
Insect or Disease,13810_45,0.0011682,856,Lower Mississippi River Dune Woodland and Forest
Insect or Disease,13850_20,0.0656662,15,Western Great Plains Wooded Draw and Ravine
Insect or Disease,13850_29_30,0.0683856,15,Western Great Plains Wooded Draw and Ravine
Insect or Disease,13870_55_56,0.0015254,656,Florida Peninsula Inland Scrub
Insect or Disease,13950_41_42_43_49_52,0.0002146,4660,North-Central Oak Barrens
Insect or Disease,13950_50,0.0002214,4517,North-Central Oak Barrens
Insect or Disease,13950_51,0.0002332,4288,North-Central Oak Barrens
Insect or Disease,14072_41_50_51,0.0010162,984,Laurentian Pine-Oak Barrens - Jack Pine
Insect or Disease,14130_47,0.0003652,2738,Bluegrass Savanna and Woodland
Insect or Disease,14490_58_60,0.0005358,1866,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods
Insect or Disease,14500_55_58,0.000654,1529,Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods
Insect or Disease,14540_55_56_99,0.000658,1520,East Gulf Coastal Plain Near-Coast Pine Flatwoods
Insect or Disease,14550_46_99,0.0095638,105,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods
Insect or Disease,14570_47_48,0.0059782,167,South-Central Interior/Upper Coastal Plain Wet Flatwoods
Insect or Disease,14580_37_44_45_98,0.0035524,281,West Gulf Coastal Plain Pine-Hardwood Flatwoods
Insect or Disease,14710_47_48_53_54_57_59_60_61_63,0.0030758,325,Central Interior and Appalachian Floodplain Systems
Insect or Disease,14710_64_65,0.0029834,335,Central Interior and Appalachian Floodplain Systems
Insect or Disease,14730_32_37_44,0.0023386,428,Gulf and Atlantic Coastal Plain Floodplain Systems
Insect or Disease,14730_36,0.0023228,431,Gulf and Atlantic Coastal Plain Floodplain Systems
Insect or Disease,14730_45_46_47_98_99,0.0021508,465,Gulf and Atlantic Coastal Plain Floodplain Systems
Insect or Disease,14730_55_58_60,0.0021858,457,Gulf and Atlantic Coastal Plain Floodplain Systems
Insect or Disease,14770_40_41_50_51,0.0016394,610,Boreal Acidic Peatland Systems
Insect or Disease,14770_63_64_65_66,0.0018098,553,Boreal Acidic Peatland Systems
Insect or Disease,14800_36_37_44,0.0009064,1103,Gulf and Atlantic Coastal Plain Swamp Systems
Insect or Disease,14800_45_98,0.0009416,1062,Gulf and Atlantic Coastal Plain Swamp Systems
Insect or Disease,15070_44,0.0004988,2005,Ozark-Ouachita Shortleaf Pine-Bluestem Woodland
Insect or Disease,15090_45_47,0.0027516,363,Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest
Insect or Disease,15100_45,0.0006888,1452,Northern Crowley`s Ridge Sand Forest
Mixed Fire,10080_1_2_3_7,0.0268822,37,North Pacific Oak Woodland
Mixed Fire,10090_19,0.0024798,403,Northwestern Great Plains Aspen Forest and Parkland
Mixed Fire,10110_15,0.0005872,1703,Rocky Mountain Aspen Forest and Woodland
Mixed Fire,10110_16_23_24,0.0202226,49,Rocky Mountain Aspen Forest and Woodland
Mixed Fire,10110_20_29,0.0016754,597,Rocky Mountain Aspen Forest and Woodland
Mixed Fire,10110_27,0.0005938,1684,Rocky Mountain Aspen Forest and Woodland
Mixed Fire,10110_28,0.0005724,1747,Rocky Mountain Aspen Forest and Woodland
Mixed Fire,10110_6_10_12_17_18_19,0.0175974,57,Rocky Mountain Aspen Forest and Woodland
Mixed Fire,10110_7,0.010046,100,Rocky Mountain Aspen Forest and Woodland
Mixed Fire,10110_9,0.0196698,51,Rocky Mountain Aspen Forest and Woodland
Mixed Fire,10120_16_27,0.0124156,81,Rocky Mountain Bigtooth Maple Ravine Woodland
Mixed Fire,10120_17_18_21,0.0123394,81,Rocky Mountain Bigtooth Maple Ravine Woodland
Mixed Fire,10130_31_38_39_40,0.0229922,43,Western Great Plains Dry Bur Oak Forest and Woodland
Mixed Fire,10140_4_5,0.0293576,34,Central and Southern California Mixed Evergreen Woodland
Mixed Fire,10160_13_14,0.0029478,339,Colorado Plateau Pinyon-Juniper Woodland
Mixed Fire,10160_15_28,0.0052476,191,Colorado Plateau Pinyon-Juniper Woodland
Mixed Fire,10160_16_23_24_25,0.0050886,197,Colorado Plateau Pinyon-Juniper Woodland
Mixed Fire,10160_17,0.0050974,196,Colorado Plateau Pinyon-Juniper Woodland
Mixed Fire,10160_22,0.0047456,211,Colorado Plateau Pinyon-Juniper Woodland
Mixed Fire,10170_6_7_8_9_12_18,0.0036388,275,Columbia Plateau Western Juniper Woodland and Savanna
Mixed Fire,10180_1_7,0.0075984,132,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland
Mixed Fire,10190_13_14,0.0030174,331,Great Basin Pinyon-Juniper Woodland
Mixed Fire,10190_15,0.0029642,337,Great Basin Pinyon-Juniper Woodland
Mixed Fire,10190_4,0.0021258,470,Great Basin Pinyon-Juniper Woodland
Mixed Fire,10190_6_7_9_12_16_17_18_19,0.0011008,908,Great Basin Pinyon-Juniper Woodland
Mixed Fire,10210_2_3_6_7,0.0144046,69,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland
Mixed Fire,10220_2_3_6_7,0.0143544,70,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland
Mixed Fire,10230_14_15_24_25,0.005273,190,Madrean Encinal
Mixed Fire,10240_14_15_24,0.0051404,195,Madrean Lower Montane Pine-Oak Forest and Woodland
Mixed Fire,10240_25_27,0.0328796,30,Madrean Lower Montane Pine-Oak Forest and Woodland
Mixed Fire,10240_26,0.042138,24,Madrean Lower Montane Pine-Oak Forest and Woodland
Mixed Fire,10250_14_15_24_25_26,0.004713,212,Madrean Pinyon-Juniper Woodland
Mixed Fire,10260_15,0.0160296,62,Madrean Upper Montane Conifer-Oak Forest and Woodland
Mixed Fire,10270_2_3_7,0.031277,32,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
Mixed Fire,10270_4_5_6,0.0278744,36,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
Mixed Fire,10280_2_3,0.0207464,48,Mediterranean California Mesic Mixed Conifer Forest and Woodland
Mixed Fire,10280_4_6_7_12,0.021787,46,Mediterranean California Mesic Mixed Conifer Forest and Woodland
Mixed Fire,10290_2_3_4_5_6_7_12,0.0298272,34,Mediterranean California Mixed Oak Woodland
Mixed Fire,10300_2_3_4_5_6_7,0.0267758,37,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland
Mixed Fire,10310_2_3_4_5_6_12,0.0120558,83,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
Mixed Fire,10310_7,0.0084266,119,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
Mixed Fire,10320_2_3_7,0.0176694,57,Mediterranean California Red Fir Forest
Mixed Fire,10321_6,0.005609,178,Mediterranean California Red Fir Forest - Cascades
Mixed Fire,10322_6,0.0030612,327,Mediterranean California Red Fir Forest - Southern Sierra
Mixed Fire,10330_12,0.0128652,78,Mediterranean California Subalpine Woodland
Mixed Fire,10330_3_6_7,0.0017632,567,Mediterranean California Subalpine Woodland
Mixed Fire,10340_4_6_7,0.0092972,108,Mediterranean California Mesic Serpentine Woodland and Chaparral
Mixed Fire,10350_1_2_7,0.0140192,71,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland
Mixed Fire,10370_1_2_7,0.009388,107,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest
Mixed Fire,10411_1_7,0.0001938,5160,North Pacific Mountain Hemlock Forest - Wet
Mixed Fire,10412_1_7,0.0016198,617,North Pacific Mountain Hemlock Forest - Xeric
Mixed Fire,10420_1_7,0.000579,1727,North Pacific Mesic Western Hemlock-Silver Fir Forest
Mixed Fire,10430_5,0.0155358,64,Mediterranean California Mixed Evergreen Forest
Mixed Fire,10431_2_3_6_7,0.021214,47,Mediterranean California Mixed Evergreen Forest - Interior
Mixed Fire,10432_2_3,0.0166816,60,Mediterranean California Mixed Evergreen Forest - Coastal
Mixed Fire,10440_3_6_7,0.001082,924,Northern California Mesic Subalpine Woodland
Mixed Fire,10450_1_7_8_9,0.0093764,107,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest
Mixed Fire,10450_21,0.0092494,108,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest
Mixed Fire,10451_10_19,0.019558,51,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir
Mixed Fire,10451_20,0.0195046,51,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir
Mixed Fire,10452_10_19,0.0147454,68,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Larch
Mixed Fire,10453_10_19,0.00944,106,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Grand Fir
Mixed Fire,10454_20,0.0035672,280,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Lodgepole Pine
Mixed Fire,10460_1_7_9,0.0130716,77,Northern Rocky Mountain Subalpine Woodland and Parkland
Mixed Fire,10460_10_19_20,0.0029322,341,Northern Rocky Mountain Subalpine Woodland and Parkland
Mixed Fire,10460_18,0.0026148,382,Northern Rocky Mountain Subalpine Woodland and Parkland
Mixed Fire,10460_21,0.0031678,316,Northern Rocky Mountain Subalpine Woodland and Parkland
Mixed Fire,10470_10_19,0.0071648,140,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest
Mixed Fire,10470_8_9,0.0065798,152,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest
Mixed Fire,10472_10_19,0.0005252,1904,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest - Cedar Groves
Mixed Fire,10480_29,0.008296,121,Northwestern Great Plains Highland White Spruce Woodland
Mixed Fire,10510_15_16_17_22_23_24_25,0.0129354,77,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
Mixed Fire,10510_18_21,0.0129834,77,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
Mixed Fire,10510_27,0.017526,57,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
Mixed Fire,10510_28,0.0186616,54,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
Mixed Fire,10510_29,0.013168,76,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
Mixed Fire,10510_6,0.0129292,77,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
Mixed Fire,10520_12,0.0110678,90,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Mixed Fire,10520_13,0.0051704,193,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Mixed Fire,10520_15,0.0109186,92,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Mixed Fire,10520_16_23_24,0.0111998,89,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Mixed Fire,10520_17,0.0109994,91,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Mixed Fire,10520_18,0.0109866,91,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Mixed Fire,10520_21,0.0108926,92,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Mixed Fire,10520_25,0.011155,90,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Mixed Fire,10520_27,0.0101718,98,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Mixed Fire,10520_28,0.006927,144,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Mixed Fire,10530_10_19,0.017983,56,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna
Mixed Fire,10531_1_7_8_9,0.0132474,75,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic
Mixed Fire,10532_7_9,0.0100692,99,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Xeric
Mixed Fire,10540_13_14,0.0260746,38,Southern Rocky Mountain Ponderosa Pine Woodland
Mixed Fire,10540_15_25,0.0093404,107,Southern Rocky Mountain Ponderosa Pine Woodland
Mixed Fire,10540_16_23_24,0.0044034,227,Southern Rocky Mountain Ponderosa Pine Woodland
Mixed Fire,10540_17,0.026278,38,Southern Rocky Mountain Ponderosa Pine Woodland
Mixed Fire,10540_20,0.012989,77,Southern Rocky Mountain Ponderosa Pine Woodland
Mixed Fire,10540_22,0.0202804,49,Southern Rocky Mountain Ponderosa Pine Woodland
Mixed Fire,10540_26,0.0092698,108,Southern Rocky Mountain Ponderosa Pine Woodland
Mixed Fire,10540_28,0.0063586,157,Southern Rocky Mountain Ponderosa Pine Woodland
Mixed Fire,10540_29,0.003783,264,Southern Rocky Mountain Ponderosa Pine Woodland
Mixed Fire,10540_33,0.0062968,159,Southern Rocky Mountain Ponderosa Pine Woodland
Mixed Fire,10542_27,0.0061542,162,Southern Rocky Mountain Ponderosa Pine Woodland - North
Mixed Fire,10550_1_8_9,0.004016,249,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Mixed Fire,10550_10_19,0.0023984,417,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Mixed Fire,10550_15_28,0.0022802,439,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Mixed Fire,10550_16_23_24,0.0001428,7003,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Mixed Fire,10550_17,0.0000646,15480,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Mixed Fire,10550_18,0.0013922,718,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Mixed Fire,10550_20,0.0026272,381,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Mixed Fire,10550_27,0.0022512,444,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Mixed Fire,10560_1_7_8_9,0.002381,420,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Mixed Fire,10560_15_28,0.0022778,439,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Mixed Fire,10560_16_23,0.0001414,7072,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Mixed Fire,10560_18,0.0014434,693,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Mixed Fire,10560_20,0.0003392,2948,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Mixed Fire,10560_21_22,0.001123,890,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Mixed Fire,10560_29,0.0009542,1048,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Mixed Fire,10570_28,0.0048456,206,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland
Mixed Fire,10580_12,0.019554,51,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland
Mixed Fire,10580_4,0.0095568,105,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland
Mixed Fire,10581_6,0.019216,52,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland - Wet
Mixed Fire,10582_6,0.0179358,56,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland - Dry
Mixed Fire,10590_24_28,0.0051034,196,Southern Rocky Mountain Pinyon-Juniper Woodland
Mixed Fire,10590_25,0.003937,254,Southern Rocky Mountain Pinyon-Juniper Woodland
Mixed Fire,10590_26,0.0313392,32,Southern Rocky Mountain Pinyon-Juniper Woodland
Mixed Fire,10590_27_33,0.0024256,412,Southern Rocky Mountain Pinyon-Juniper Woodland
Mixed Fire,10600_1_2_7,0.0015518,644,East Cascades Oak-Ponderosa Pine Forest and Woodland
Mixed Fire,10610_13,0.017914,56,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
Mixed Fire,10610_15_25,0.049203,20,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
Mixed Fire,10610_18,0.022105,45,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
Mixed Fire,10610_20_29,0.0098846,101,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
Mixed Fire,10610_22_27_28,0.013889,72,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
Mixed Fire,10610_6,0.0045088,222,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
Mixed Fire,10610_8_9_17,0.0223512,45,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
Mixed Fire,10611_16_23_24,0.0747394,13,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland - Low Elevation
Mixed Fire,10612_16_23,0.0165632,60,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland - High Elevation
Mixed Fire,10620_10_19_21_29_31,0.0068322,146,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
Mixed Fire,10620_13,0.0067472,148,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
Mixed Fire,10620_16_23,0.0071998,139,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
Mixed Fire,10620_22_28,0.0127562,78,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
Mixed Fire,10620_6_12_17_18,0.0066564,150,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
Mixed Fire,10620_7_9,0.0047366,211,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
Mixed Fire,10630_1,0.0011146,897,North Pacific Broadleaf Landslide Forest and Shrubland
Mixed Fire,10630_2_7,0.0019992,500,North Pacific Broadleaf Landslide Forest and Shrubland
Mixed Fire,10640_15_16_17_23_24_27_28,0.008496,118,Colorado Plateau Mixed Low Sagebrush Shrubland
Mixed Fire,10750_25,0.0012232,818,Chihuahuan Mixed Salt Desert Scrub
